0.58047,-0.90253,0.6179,-0.99794,-2.4638,-0.84645,2.3498,0.3754,-0.64933,1.6046,-0.62306,-0.38313,0
0.78437,-1.0774,0.61578,-0.92191,-2.3886,-0.63805,2.1067,0.36102,-0.71432,1.2602,-0.42334,-0.28779,0
0.79129,-1.0862,0.66977,-0.80611,-2.2608,-0.53849,2.0533,0.26649,-0.84282,1.0818,-0.2672,-0.1722,0
1.2173,-1.0834,0.85548,-0.72488,-2.1556,-0.10188,1.7686,0.30315,-1.0447,0.65529,0.2143,-0.34184,0
1.0654,-1.0302,0.7733,-0.45229,-1.9559,0.2482,1.5305,0.25374,-0.96896,-0.20829,0.33158,0.0072877,0
0.68262,-0.91865,0.62218,-0.14785,-1.7643,0.39978,1.4366,-0.10389,-0.98686,-0.40287,0.56088,0.45414,0
1.1919,-1.201,0.91776,-0.28282,-1.5745,0.60522,1.1493,-0.16477,-1.2968,-0.17469,0.88868,0.35641,0
1.0855,-1.1716,0.87937,0.052422,-1.3043,0.63293,0.98698,-0.3624,-1.365,-0.3232,1.1075,0.47568,0
1.2328,-1.2917,0.91046,0.063118,-1.0976,0.72754,0.72852,-0.49099,-1.4906,-0.14914,1.2889,0.26464,0
0.89794,-1.3097,0.99736,0.13046,-0.9254,0.94724,0.23845,-0.72368,-1.2983,-0.13769,1.3853,0.36103,0
0.56125,-1.41,1.0681,0.34827,-0.80526,1.0701,-0.10887,-1.0455,-1.143,0.28095,1.5204,0.060032,0
0.44302,-1.5499,1.246,0.47549,-0.69115,1.1076,-0.33483,-1.1307,-1.11,0.80727,1.6684,-0.63491,0
0.2004,-1.5392,1.5008,0.72331,-0.55541,0.94799,-0.41141,-1.1948,-1.0943,1.3824,1.6237,-1.3344,0
-0.11718,-1.4797,1.6544,0.89835,-0.46202,0.80999,-0.31329,-1.3184,-1.0843,1.7927,1.2335,-1.7785,0
-0.44246,-1.4845,1.737,0.9318,-0.37477,0.71808,-0.37841,-1.2955,-0.98692,1.9597,0.74446,-2.1895,0
-0.67641,-1.4932,1.7675,1.0243,-0.31537,0.5561,-0.41255,-1.3184,-0.89654,2.1027,0.32181,-2.4249,0
-0.63625,-1.5354,1.823,1.0688,-0.28441,0.56694,-0.60789,-1.263,-0.78603,2.0577,0.14811,-2.6266,0
2.0346,0.23139,0.4688,0.072711,-1.5657,-2.211,1.9355,1.6636,-0.53214,1.0866,-0.45464,-0.93526,0
2.3241,0.22586,0.52379,-0.060594,-1.0582,-1.889,1.6053,1.6615,-0.72383,0.94617,-0.65331,-0.66403,0
2.2366,0.058931,0.58316,0.09929,-1.0099,-1.8536,1.5907,1.4633,-0.91971,0.6293,-0.34721,-0.19964,0
1.7558,0.073755,0.30982,0.26102,-0.86857,-1.7534,1.75,1.2896,-1.1015,0.11925,-0.026265,0.23591,0
1.2016,0.014482,0.47742,0.42966,-1.0365,-1.1382,1.7283,0.89702,-1.1582,-0.16789,0.40485,0.25844,0
1.3134,-0.15632,0.56803,0.58345,-0.82121,-0.92237,1.6192,0.47971,-1.2024,-0.095066,0.27485,0.71301,0
1.779,-0.4397,0.65454,0.59362,-0.41619,-0.85265,1.2235,0.42439,-1.3524,0.069543,0.071001,0.9873,0
1.7691,-0.4873,0.49257,0.98686,-0.33729,-0.66518,1.1316,0.24041,-1.3251,-0.34197,0.6857,1.2666,0
2.1237,-0.40488,-0.012559,1.4838,-0.29801,-0.63043,1.2864,-0.03197,-1.1474,-0.85211,0.77079,1.6688,0
1.804,-0.33865,-0.15525,1.773,-0.40311,-0.18173,1.0495,-0.3815,-0.94334,-1.1045,0.75874,1.5083,0
1.9747,-0.45739,0.29448,1.4627,0.027245,-0.44546,0.68408,-0.47082,-1.021,-0.26961,0.22452,0.87193,0
1.8353,-0.49115,0.77314,1.6723,0.087238,-0.34888,-0.031006,-0.76736,-0.84061,0.54698,0.43625,-0.42693,0
1.0736,-0.17816,0.40027,2.2469,0.026174,-0.1333,0.19288,-0.89511,-0.82536,0.34495,0.99146,-0.71945,0
1.1642,-0.47597,0.95599,2.0823,0.13537,-0.26207,0.11993,-1.03,-0.7949,0.5932,0.60224,-0.63293,0
0.64281,-0.4312,1.1688,2.1947,0.093128,-0.31812,0.086139,-1.288,-0.50173,0.76785,0.2455,-0.62339,0
0.58933,-0.52188,1.0856,2.6118,-0.094728,-0.10343,-0.26736,-0.93059,-0.36592,0.7273,0.69484,-1.3688,0
1.7072,-0.76664,1.1745,-0.36502,-2.975,-0.77122,1.9643,0.36108,-0.49484,1.3995,0.17995,-1.1718,0
1.3397,-0.88283,1.1588,-0.4186,-2.7916,-0.32439,1.8681,0.44299,-0.53227,0.81629,0.18531,-0.93994,0
0.94726,-0.4267,0.63766,0.0376,-2.6119,-0.47074,2.1301,0.41957,-0.51943,0.25541,0.25956,-0.54264,0
1.7388,-0.71841,0.77567,-0.15826,-2.1772,-0.87883,2.107,0.68316,-0.98863,0.39902,0.14513,-0.45809,0
1.6694,-0.87688,0.86844,-0.18265,-1.9,-0.82767,2.1043,0.56567,-1.2955,0.57435,-0.036489,-0.51352,0
1.468,-0.87148,0.77511,0.2274,-1.7595,-0.61266,2.0116,0.37188,-1.2552,0.0087218,0.24906,-0.10611,0
1.0833,-0.80014,0.74,0.4118,-1.4817,-0.35411,1.5685,0.18131,-1.1234,-0.27218,0.33622,0.25524,0
0.9173,-0.77806,0.84533,0.1904,-1.0146,-0.37236,1.3617,0.095336,-1.3891,0.0075664,0.3192,0.63195,0
0.98773,-0.83595,0.86608,0.12179,-0.8423,-0.097769,1.004,-0.035647,-1.4573,-0.11826,0.72329,0.8275,0
1.2087,-0.96978,0.92876,0.2024,-0.73834,0.23311,0.65125,-0.29829,-1.4364,-0.024036,1.0098,0.74159,0
0.76011,-0.81526,0.74659,0.57104,-0.43385,0.15392,0.67077,-0.57562,-1.334,0.15866,0.8999,0.81454,0
0.87446,-1.0427,1.0986,0.64368,-0.34491,0.73354,0.10168,-0.58016,-1.1762,0.15518,1.0929,0.29698,0
0.12879,-0.84098,0.9048,1.2522,-0.35233,0.87783,0.053851,-0.81795,-0.98225,0.19458,1.2491,-0.35125,0
